ano;mes;grupo;uf;servico;taxa_resolvidas_5_dias
2019;3;Taxa de Respondidas no Período;VIVO;SMP;99.96
2019;4;Indicador de Desempenho no Atendimento (IDA);ALGAR;SMP;86.17
2019;4;Indicador de Desempenho no Atendimento (IDA);CLARO;SMP;86.91
2019;4;Indicador de Desempenho no Atendimento (IDA);NEXTEL;SMP;50.76
2019;4;Indicador de Desempenho no Atendimento (IDA);OI;SMP;88.13
2019;4;Indicador de Desempenho no Atendimento (IDA);SERCOMTEL;SMP;0.0
2019;4;Indicador de Desempenho no Atendimento (IDA);TIM;SMP;61.2
2019;4;Indicador de Desempenho no Atendimento (IDA);VIVO;SMP;95.49
2019;4;Índice de Reclamações;ALGAR;SMP;0.15
2019;4;Índice de Reclamações;CLARO;SMP;0.46
2019;4;Índice de Reclamações;NEXTEL;SMP;1.05
2019;4;Índice de Reclamações;OI;SMP;0.44
2019;4;Índice de Reclamações;SERCOMTEL;SMP;0.02
2019;4;Índice de Reclamações;TIM;SMP;0.98
2019;4;Índice de Reclamações;VIVO;SMP;0.29
2019;4;Quantidade de acessos em serviço;ALGAR;SMP;1266062.0
2019;4;Quantidade de acessos em serviço;CLARO;SMP;56375679.0
2019;4;Quantidade de acessos em serviço;NEXTEL;SMP;3442895.0
2019;4;Quantidade de acessos em serviço;OI;SMP;37582633.0
2019;4;Quantidade de acessos em serviço;SERCOMTEL;SMP;59005.0
2019;4;Quantidade de acessos em serviço;TIM;SMP;55207469.0
2019;4;Quantidade de acessos em serviço;VIVO;SMP;73587341.0
2019;4;Quantidade de reabertas;ALGAR;SMP;20.0
2019;4;Quantidade de reabertas;CLARO;SMP;1453.0
2019;4;Quantidade de reabertas;NEXTEL;SMP;164.0
2019;4;Quantidade de reabertas;OI;SMP;1232.0
2019;4;Quantidade de reabertas;SERCOMTEL;SMP;0.0
2019;4;Quantidade de reabertas;TIM;SMP;3504.0
2019;4;Quantidade de reabertas;VIVO;SMP;1378.0
2019;4;Quantidade de reclamações;ALGAR;SMP;194.0
2019;4;Quantidade de reclamações;CLARO;SMP;26034.0
2019;4;Quantidade de reclamações;NEXTEL;SMP;3619.0
2019;4;Quantidade de reclamações;OI;SMP;16436.0
2019;4;Quantidade de reclamações;SERCOMTEL;SMP;1.0
2019;4;Quantidade de reclamações;TIM;SMP;53878.0
2019;4;Quantidade de reclamações;VIVO;SMP;21353.0
2019;4;Quantidade de Reclamações no Período;ALGAR;SMP;561.0
2019;4;Quantidade de Reclamações no Período;CLARO;SMP;81206.0
2019;4;Quantidade de Reclamações no Período;NEXTEL;SMP;11568.0
2019;4;Quantidade de Reclamações no Período;OI;SMP;47406.0
2019;4;Quantidade de Reclamações no Período;SERCOMTEL;SMP;55.0
2019;4;Quantidade de Reclamações no Período;TIM;SMP;149789.0
2019;4;Quantidade de Reclamações no Período;VIVO;SMP;78413.0
2019;4;Quantidade de Respondidas;ALGAR;SMP;194.0
2019;4;Quantidade de Respondidas;CLARO;SMP;23644.0
2019;4;Quantidade de Respondidas;NEXTEL;SMP;3527.0
2019;4;Quantidade de Respondidas;OI;SMP;16394.0
2019;4;Quantidade de Respondidas;SERCOMTEL;SMP;1.0
2019;4;Quantidade de Respondidas;TIM;SMP;53412.0
2019;4;Quantidade de Respondidas;VIVO;SMP;21308.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;ALGAR;SMP;151.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;CLARO;SMP;22371.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;NEXTEL;SMP;2893.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;OI;SMP;14201.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;SERCOMTEL;SMP;1.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;TIM;SMP;46560.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;VIVO;SMP;18457.0
2019;4;Quantidade de Sol. Respondidas no Período;ALGAR;SMP;561.0
2019;4;Quantidade de Sol. Respondidas no Período;CLARO;SMP;81086.0
2019;4;Quantidade de Sol. Respondidas no Período;NEXTEL;SMP;11528.0
2019;4;Quantidade de Sol. Respondidas no Período;OI;SMP;47347.0
2019;4;Quantidade de Sol. Respondidas no Período;SERCOMTEL;SMP;7.0
2019;4;Quantidade de Sol. Respondidas no Período;TIM;SMP;149396.0
2019;4;Quantidade de Sol. Respondidas no Período;VIVO;SMP;78342.0
2019;4;Taxa de Reabertas;ALGAR;SMP;10.31
2019;4;Taxa de Reabertas;CLARO;SMP;6.15
2019;4;Taxa de Reabertas;NEXTEL;SMP;4.65
2019;4;Taxa de Reabertas;OI;SMP;7.51
2019;4;Taxa de Reabertas;SERCOMTEL;SMP;0.0
2019;4;Taxa de Reabertas;TIM;SMP;6.56
2019;4;Taxa de Reabertas;VIVO;SMP;6.47
2019;4;Taxa de Respondidas em 5 dias Úteis;ALGAR;SMP;77.84
2019;4;Taxa de Respondidas em 5 dias Úteis;CLARO;SMP;85.93
2019;4;Taxa de Respondidas em 5 dias Úteis;NEXTEL;SMP;79.94
2019;4;Taxa de Respondidas em 5 dias Úteis;OI;SMP;86.4
2019;4;Taxa de Respondidas em 5 dias Úteis;SERCOMTEL;SMP;100.0
2019;4;Taxa de Respondidas em 5 dias Úteis;TIM;SMP;86.42
2019;4;Taxa de Respondidas em 5 dias Úteis;VIVO;SMP;86.44
2019;4;Taxa de Respondidas no Período;ALGAR;SMP;100.0
2019;4;Taxa de Respondidas no Período;CLARO;SMP;99.85
2019;4;Taxa de Respondidas no Período;NEXTEL;SMP;99.65
2019;4;Taxa de Respondidas no Período;OI;SMP;99.88
2019;4;Taxa de Respondidas no Período;SERCOMTEL;SMP;12.73
2019;4;Taxa de Respondidas no Período;TIM;SMP;99.74
2019;4;Taxa de Respondidas no Período;VIVO;SMP;99.91
