ano;mes;grupo;uf;servico;taxa_resolvidas_5_dias
2019;4;Quantidade de Sol. Respondidas no Período;TIM;SCM;28355.0
2019;4;Quantidade de Sol. Respondidas no Período;VIVO;SCM;38793.0
2019;4;Taxa de Reabertas;ALGAR;SCM;8.58
2019;4;Taxa de Reabertas;NET;SCM;6.99
2019;4;Taxa de Reabertas;OI;SCM;8.71
2019;4;Taxa de Reabertas;SERCOMTEL;SCM;11.9
2019;4;Taxa de Reabertas;SKY;SCM;2.64
2019;4;Taxa de Reabertas;TIM;SCM;12.46
2019;4;Taxa de Reabertas;VIVO;SCM;5.6
2019;4;Taxa de Respondidas em 5 dias Úteis;ALGAR;SCM;85.47
2019;4;Taxa de Respondidas em 5 dias Úteis;NET;SCM;85.81
2019;4;Taxa de Respondidas em 5 dias Úteis;OI;SCM;85.83
2019;4;Taxa de Respondidas em 5 dias Úteis;SERCOMTEL;SCM;82.22
2019;4;Taxa de Respondidas em 5 dias Úteis;SKY;SCM;87.66
2019;4;Taxa de Respondidas em 5 dias Úteis;TIM;SCM;79.71
2019;4;Taxa de Respondidas em 5 dias Úteis;VIVO;SCM;86.36
2019;4;Taxa de Respondidas no Período;ALGAR;SCM;100.0
2019;4;Taxa de Respondidas no Período;NET;SCM;99.91
2019;4;Taxa de Respondidas no Período;OI;SCM;99.96
2019;4;Taxa de Respondidas no Período;SERCOMTEL;SCM;98.89
2019;4;Taxa de Respondidas no Período;SKY;SCM;99.97
2019;4;Taxa de Respondidas no Período;TIM;SCM;100.0
2019;4;Taxa de Respondidas no Período;VIVO;SCM;99.59
